27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 02.05.2020 00:03:38.3560000; 
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.0940000; 04.05.2020 10:44:49.2980000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.0940000; 04.05.2020 10:44:49.2980000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.0960000; 04.05.2020 10:44:49.3000000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.0960000; 04.05.2020 10:44:49.3000000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.0840000; 04.05.2020 10:44:50.1480000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.0840000; 04.05.2020 10:44:50.1640000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.0830000; 04.05.2020 10:44:50.2480000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.0830000; 04.05.2020 10:44:50.2640000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.0830000; 04.05.2020 10:44:50.2800000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.0830000; 04.05.2020 10:44:50.2960000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.4480000; 04.05.2020 10:44:49.6530000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.4490000; 04.05.2020 10:44:49.6530000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.4500000; 04.05.2020 10:44:49.6550000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.4500000; 04.05.2020 10:44:49.6550000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.4520000; 04.05.2020 10:44:49.6570000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 10:44:49.4520000; 04.05.2020 10:44:49.6570000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.4430000; 04.05.2020 10:44:50.5840000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.4430000; 04.05.2020 10:44:50.6010000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.4430000; 04.05.2020 10:44:50.6160000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.4430000; 04.05.2020 10:44:50.6320000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 10:44:49.4430000; 04.05.2020 10:44:50.6480000
753824; Macchina inserita  T12 manca; sinumerik_alarm_plc_pmc; 04.05.2020 14:25:45.0180000; 
; ----- Avvio acquisizione allarmi -----; ; 04.05.2020 14:34:04.0360000; 04.05.2020 14:34:04.0360000
705544; L'arresto di emergenza sul sistema di caricamento utensile è scattato.; sinumerik_alarm_plc_pmc; 04.05.2020 13:33:42.7620000; 04.05.2020 14:34:05.6730000
700905; Profibus DPM1: almeno un device guasto in strang (vedere protocollo allarmi); sinumerik_alarm_plc_pmc; 04.05.2020 13:34:05.2590000; 04.05.2020 14:34:05.6730000
909011; DP Sistema master(1) Indirizzo:60 Segnalazione cumulativa di guasto; ; 04.05.2020 14:34:05.4530000; 04.05.2020 14:35:50.3850000
150201; Comunicazione caduta con /PLC/DiagBuffer; sinumerik_alarm_hmi; 04.05.2020 14:34:05.6730000; 04.05.2020 14:34:05.9310000
150201; Comunicazione caduta con /PLC/PMC; sinumerik_alarm_hmi; 04.05.2020 14:34:05.6730000; 04.05.2020 14:34:05.9310000
700905; Profibus DPM1: almeno un device guasto in strang (vedere protocollo allarmi); sinumerik_alarm_plc_pmc; 04.05.2020 13:34:05.2590000; 
705544; L'arresto di emergenza sul sistema di caricamento utensile è scattato.; sinumerik_alarm_plc_pmc; 04.05.2020 13:33:42.7620000; 
700119; Nuovo file log creato; sinumerik_alarm_plc_pmc; 04.05.2020 13:34:25.5310000; 04.05.2020 13:35:15.7960000
700119; Nuovo file log creato; sinumerik_alarm_plc_pmc; 04.05.2020 13:35:19.1610000; 04.05.2020 13:35:28.3030000
; ----- Avvio acquisizione allarmi -----; ; 04.05.2020 14:40:01.5310000; 04.05.2020 14:40:01.5310000
705544; L'arresto di emergenza sul sistema di caricamento utensile è scattato.; sinumerik_alarm_plc_pmc; 04.05.2020 13:39:41.1180000; 04.05.2020 13:44:20.4580000
700905; Profibus DPM1: almeno un device guasto in strang (vedere protocollo allarmi); sinumerik_alarm_plc_pmc; 04.05.2020 13:40:04.1310000; 04.05.2020 13:44:20.3530000
909011; DP Sistema master(1) Indirizzo:60 Segnalazione cumulativa di guasto; ; 04.05.2020 14:40:04.7870000; 04.05.2020 14:43:39.7890000
700119; Nuovo file log creato; sinumerik_alarm_plc_pmc; 04.05.2020 13:40:32.4830000; 04.05.2020 13:42:06.6730000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.3860000; 04.05.2020 13:45:04.5900000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.3860000; 04.05.2020 13:45:04.5900000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.3940000; 04.05.2020 13:45:04.5980000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.3940000; 04.05.2020 13:45:04.5980000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.3960000; 04.05.2020 13:45:04.6000000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.3960000; 04.05.2020 13:45:04.6000000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.3860000; 04.05.2020 13:45:05.4510000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.3860000; 04.05.2020 13:45:05.4760000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.3860000; 04.05.2020 13:45:05.5630000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.3860000; 04.05.2020 13:45:05.5790000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.3860000; 04.05.2020 13:45:05.5950000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.3860000; 04.05.2020 13:45:05.6110000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.7360000; 04.05.2020 13:45:04.9400000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.7360000; 04.05.2020 13:45:04.9400000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.7380000; 04.05.2020 13:45:04.9420000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.7380000; 04.05.2020 13:45:04.9420000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.7400000; 04.05.2020 13:45:04.9440000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 04.05.2020 13:45:04.7400000; 04.05.2020 13:45:04.9440000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.7340000; 04.05.2020 13:45:05.8710000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.7340000; 04.05.2020 13:45:05.8870000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.7340000; 04.05.2020 13:45:05.9030000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.7340000; 04.05.2020 13:45:05.9190000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.05.2020 13:45:04.7340000; 04.05.2020 13:45:05.9360000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 04.05.2020 13:45:37.1780000; 04.05.2020 13:45:37.7100000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 04.05.2020 15:06:17.5180000; 04.05.2020 15:06:39.3860000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 04.05.2020 15:06:17.5340000; 04.05.2020 15:06:39.3860000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 04.05.2020 15:06:40.2750000; 04.05.2020 15:06:44.1830000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 04.05.2020 15:52:36.2960000; 04.05.2020 15:53:00.6790000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 04.05.2020 16:52:40.3210000; 04.05.2020 16:53:00.6850000
754820; Dati utensile presenti in pinza 1   manca; sinumerik_alarm_plc_pmc; 04.05.2020 16:53:01.1930000; 04.05.2020 16:53:32.5520000
6406; Canale 1: Manca la tacitazione PLC al comando 01; sinumerik_alarm_nck; 04.05.2020 16:15:39.2580000; 04.05.2020 16:15:42.9170000
16906; Canale 1: Influenza sul programma: azione 'Interrupt utente (posizione di default)' interrotta a causa di un allarme; sinumerik_alarm_nck; 04.05.2020 16:15:39.4700000; 04.05.2020 16:15:41.4150000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 04.05.2020 17:16:01.2210000; 04.05.2020 17:16:20.2940000
10621; Canale 1: L'asse X_1_ è sul finecorsa software - ; sinumerik_alarm_nck; 05.05.2020 08:39:11.8800000; 05.05.2020 09:09:25.8900000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.05.2020 10:56:39.7340000; 05.05.2020 11:02:58.2360000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.05.2020 10:56:39.7340000; 05.05.2020 11:02:58.2360000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.05.2020 11:02:59.0980000; 05.05.2020 11:02:59.2020000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.05.2020 11:02:59.0990000; 05.05.2020 11:02:59.2030000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.05.2020 11:03:00.8170000; 05.05.2020 11:03:04.8280000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.05.2020 11:03:00.8180000; 05.05.2020 11:03:04.8280000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.05.2020 11:03:05.8640000; 05.05.2020 11:14:41.6970000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.05.2020 11:03:05.8640000; 05.05.2020 11:14:41.6970000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 05.05.2020 10:15:12.9530000; 05.05.2020 10:15:13.3280000
10621; Canale 1: L'asse X_1_ è sul finecorsa software - ; sinumerik_alarm_nck; 05.05.2020 10:29:34.8790000; 05.05.2020 10:43:33.2460000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 05.05.2020 20:03:23.2090000; 
; ----- Avvio acquisizione allarmi -----; ; 05.05.2020 23:41:52.9560000; 05.05.2020 23:41:52.9560000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.0700000; 06.05.2020 06:36:33.2740000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.0700000; 06.05.2020 06:36:33.2740000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.0780000; 06.05.2020 06:36:33.2820000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.0780000; 06.05.2020 06:36:33.2820000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.0800000; 06.05.2020 06:36:33.2840000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.0800000; 06.05.2020 06:36:33.2840000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.0680000; 06.05.2020 06:36:34.1240000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.0680000; 06.05.2020 06:36:34.1410000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.0690000; 06.05.2020 06:36:34.2440000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.0690000; 06.05.2020 06:36:34.2600000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.0690000; 06.05.2020 06:36:34.2760000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.0690000; 06.05.2020 06:36:34.2920000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.4560000; 06.05.2020 06:36:33.6600000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.4560000; 06.05.2020 06:36:33.6600000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.4580000; 06.05.2020 06:36:33.6620000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.4580000; 06.05.2020 06:36:33.6620000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.4600000; 06.05.2020 06:36:33.6640000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 06.05.2020 06:36:33.4600000; 06.05.2020 06:36:33.6640000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.4520000; 06.05.2020 06:36:34.6040000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.4520000; 06.05.2020 06:36:34.6200000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.4520000; 06.05.2020 06:36:34.6360000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.4520000; 06.05.2020 06:36:34.6520000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.05.2020 06:36:33.4520000; 06.05.2020 06:36:34.6680000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.05.2020 06:39:52.7330000; 06.05.2020 06:40:01.5590000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.05.2020 06:40:24.1220000; 06.05.2020 06:40:27.8560000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.05.2020 06:40:28.0760000; 06.05.2020 06:40:35.2730000
700900; Scambio di segnali: errore di trasmissione alla centrale; sinumerik_alarm_plc_pmc; 06.05.2020 06:41:34.1680000; 06.05.2020 06:42:31.1160000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:41:34.6200000; 06.05.2020 07:41:35.8570000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:41:34.6200000; 06.05.2020 07:41:35.8570000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:41:40.6800000; 06.05.2020 07:41:43.6070000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:41:41.3990000; 06.05.2020 07:41:43.6070000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:41:44.5490000; 06.05.2020 07:41:47.6510000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:41:44.5490000; 06.05.2020 07:41:47.6510000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:41:48.3100000; 06.05.2020 07:42:05.2330000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:41:48.3110000; 06.05.2020 07:42:05.2340000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:05.9820000; 06.05.2020 07:42:06.6910000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:05.9830000; 06.05.2020 07:42:06.6910000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:07.3830000; 06.05.2020 07:42:07.7710000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:07.3830000; 06.05.2020 07:42:07.7720000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:10.1760000; 06.05.2020 07:42:11.1450000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:10.1770000; 06.05.2020 07:42:11.1460000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:12.2970000; 06.05.2020 07:42:13.6630000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:12.2980000; 06.05.2020 07:42:13.6640000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:17.8120000; 06.05.2020 07:42:18.4330000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:17.8120000; 06.05.2020 07:42:18.4520000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:20.6370000; 06.05.2020 07:42:31.6540000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 07:42:20.6380000; 06.05.2020 07:42:31.6550000
703736; Riparo di carico: è presente un'anomalia nel convertitore --> vedi immagine diagnostica S120; sinumerik_alarm_plc_pmc; 06.05.2020 10:34:01.1330000; 06.05.2020 10:36:05.4400000
703736; Riparo di carico: è presente un'anomalia nel convertitore --> vedi immagine diagnostica S120; sinumerik_alarm_plc_pmc; 06.05.2020 10:36:07.3120000; 06.05.2020 10:36:08.3530000
14014; Canale 1: Programma selezionato 09- non esistente oppure in editazione; sinumerik_alarm_nck; 06.05.2020 10:50:26.7880000; 06.05.2020 10:50:35.1570000
510217; Selezione programma canale 1: anomalia selezione programma pezzi; sinumerik_alarm_plc_pmc; 06.05.2020 10:50:26.8420000; 06.05.2020 11:00:22.9420000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.05.2020 11:50:27.5260000; 06.05.2020 12:00:23.2670000
