511303; SET-Alarm von NC Kanal 3 aktiv; sinumerik_alarm_plc_pmc; 02.03.2020 10:36:58.8790000; 02.03.2020 10:37:12.2310000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.03.2020 12:36:35.3210000; 02.03.2020 12:36:38.1540000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.03.2020 12:38:13.4330000; 02.03.2020 12:38:16.4500000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.03.2020 14:25:18.5880000; 02.03.2020 14:25:21.5940000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.03.2020 14:26:23.9630000; 02.03.2020 14:26:26.7330000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:11.7430000; 02.03.2020 16:19:11.9470000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:11.7430000; 02.03.2020 16:19:11.9470000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:11.7510000; 02.03.2020 16:19:11.9550000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:11.7510000; 02.03.2020 16:19:11.9550000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:11.7530000; 02.03.2020 16:19:11.9570000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:11.7530000; 02.03.2020 16:19:11.9570000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:11.7420000; 02.03.2020 16:19:12.8020000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:11.7420000; 02.03.2020 16:19:12.8170000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:11.7430000; 02.03.2020 16:19:12.9050000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:11.7430000; 02.03.2020 16:19:12.9210000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:11.7430000; 02.03.2020 16:19:12.9370000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:11.7420000; 02.03.2020 16:19:12.9500000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:12.1170000; 02.03.2020 16:19:12.3210000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:12.1170000; 02.03.2020 16:19:12.3210000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:12.1190000; 02.03.2020 16:19:12.3230000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:12.1190000; 02.03.2020 16:19:12.3230000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:12.1210000; 02.03.2020 16:19:12.3250000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 02.03.2020 16:19:12.1210000; 02.03.2020 16:19:12.3250000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:12.1140000; 02.03.2020 16:19:13.2580000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:12.1140000; 02.03.2020 16:19:13.2770000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:12.1140000; 02.03.2020 16:19:13.2900000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:12.1140000; 02.03.2020 16:19:13.3090000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.03.2020 16:19:12.1140000; 02.03.2020 16:19:13.3250000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:34.6050000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:34.7330000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:34.9410000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:35.1410000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:35.3410000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:35.5410000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:35.7410000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:35.9410000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:36.1420000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:36.3420000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:36.5420000; 02.03.2020 16:19:36.6000000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.03.2020 16:19:36.7780000; 02.03.2020 16:19:38.9870000
; ----- Start Alarmerfassung -----; ; 03.03.2020 06:22:12.2610000; 03.03.2020 06:22:12.2610000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.1770000; 03.03.2020 06:22:53.3810000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.1770000; 03.03.2020 06:22:53.3810000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.1850000; 03.03.2020 06:22:53.3890000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.1850000; 03.03.2020 06:22:53.3890000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.1870000; 03.03.2020 06:22:53.3910000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.1870000; 03.03.2020 06:22:53.3910000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.1720000; 03.03.2020 06:22:54.2470000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.1720000; 03.03.2020 06:22:54.2660000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.1730000; 03.03.2020 06:22:54.3540000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.1730000; 03.03.2020 06:22:54.3700000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.1730000; 03.03.2020 06:22:54.4020000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.1720000; 03.03.2020 06:22:54.4190000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.5390000; 03.03.2020 06:22:53.7430000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.5390000; 03.03.2020 06:22:53.7430000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.5410000; 03.03.2020 06:22:53.7450000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.5410000; 03.03.2020 06:22:53.7450000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.5430000; 03.03.2020 06:22:53.7470000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 03.03.2020 06:22:53.5430000; 03.03.2020 06:22:53.7470000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.5330000; 03.03.2020 06:22:54.6710000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.5330000; 03.03.2020 06:22:54.6870000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.5330000; 03.03.2020 06:22:54.7020000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.5330000; 03.03.2020 06:22:54.7190000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.03.2020 06:22:53.5330000; 03.03.2020 06:22:54.7350000
10720; Kanal 1: Satz 3 Achse A_1_ Softwareendschalter ; sinumerik_alarm_nck; 03.03.2020 12:23:58.9970000; 03.03.2020 12:24:01.3920000
27251; PROFIsafe: F-Modul 1020, Master meldet Fehler CRC; sinumerik_alarm_nck; 03.03.2020 13:50:46.6910000; 
27021; Achse X_1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse Y_1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse Z_1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse B_1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse A_1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse SP1 Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse Q_1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse EL1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse ES1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse E_1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse ZM1_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
27021; Achse Y_2_ Stop D ausgelöst; sinumerik_alarm_nck; 03.03.2020 13:50:46.6950000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 6 logische Basisadresse ; sinumerik_alarm_nck_drive; 03.03.2020 13:50:46.7600000; 
20144; Kanal 1: Satz N64300 Bewegungssynchronaktion: IDS=876 Zugriff auf Systemvariable nicht möglich; sinumerik_alarm_nck; 03.03.2020 13:50:46.7630000; 
703738; Beladetür: Kommunikationsfehler; sinumerik_alarm_plc_pmc; 03.03.2020 13:50:46.6960000; 
27252; PROFIsafe: Slave/Device IM155-6 DP HF V3.1, Bus 1, Lebenszeichen-Fehler; sinumerik_alarm_nck; 03.03.2020 13:50:46.7870000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 3 logische Basisadresse ; sinumerik_alarm_nck_drive; 03.03.2020 13:50:46.9030000; 
705541; Not-Halt am Bedienhandgerät wurde ausgelöst.; sinumerik_alarm_plc_pmc; 03.03.2020 13:50:46.7400000; 
700122; Maschinensteuertafel Schubert MCI-2 ausgefallen; sinumerik_alarm_plc_pmc; 03.03.2020 13:50:46.8090000; 
909011; DP-Mastersystem(1) Adresse:6 Sammelstörung; ; 03.03.2020 13:50:47.0450000; 
909011; DP-Mastersystem(1) Adresse:12 Sammelstörung; ; 03.03.2020 13:50:47.0450000; 
909011; DP-Mastersystem(1) Adresse:71 Sammelstörung; ; 03.03.2020 13:50:47.0460000; 
700316; Schutzschalter i.O. <Sofort Halt> (=1705C-QA3:14) fehlt; sinumerik_alarm_plc_pmc; 03.03.2020 13:50:46.8410000; 
700318; Schutzschalter i.O. <Halt nach Taktende> (=12005C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 03.03.2020 13:50:46.8410000; 
700319; Schutzschalter i.O. <Sofort Halt> (=240C-FC1:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 03.03.2020 13:50:46.8410000; 
; ----- Start Alarmerfassung -----; ; 04.03.2020 06:22:12.4210000; 04.03.2020 06:22:12.4210000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.1630000; 04.03.2020 06:22:52.3670000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.1630000; 04.03.2020 06:22:52.3670000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.1710000; 04.03.2020 06:22:52.3750000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.1710000; 04.03.2020 06:22:52.3750000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.1730000; 04.03.2020 06:22:52.3770000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.1730000; 04.03.2020 06:22:52.3770000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.1600000; 04.03.2020 06:22:53.2170000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.1600000; 04.03.2020 06:22:53.2320000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.1610000; 04.03.2020 06:22:53.3240000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.1610000; 04.03.2020 06:22:53.3400000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.1610000; 04.03.2020 06:22:53.3720000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.1600000; 04.03.2020 06:22:53.3880000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.5370000; 04.03.2020 06:22:52.7410000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.5370000; 04.03.2020 06:22:52.7410000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.5390000; 04.03.2020 06:22:52.7430000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.5390000; 04.03.2020 06:22:52.7430000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.5410000; 04.03.2020 06:22:52.7450000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 04.03.2020 06:22:52.5410000; 04.03.2020 06:22:52.7450000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.5320000; 04.03.2020 06:22:53.6560000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.5320000; 04.03.2020 06:22:53.6720000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.5320000; 04.03.2020 06:22:53.6880000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.5320000; 04.03.2020 06:22:53.7200000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 04.03.2020 06:22:52.5320000; 04.03.2020 06:22:53.7360000
701048; A-Achse: Klemmung entblockt Druck (=1505FC2-BP1:2) fehlt; sinumerik_alarm_plc_pmc; 04.03.2020 06:36:18.9210000; 04.03.2020 06:42:10.4940000
10621; Kanal 1: Achse Y_1_ steht auf Softwareendschalter - ; sinumerik_alarm_nck; 04.03.2020 07:00:21.5340000; 04.03.2020 07:00:23.3950000
10720; Kanal 1: Satz 33 Achse Z_1_ Softwareendschalter ; sinumerik_alarm_nck; 04.03.2020 07:11:52.6870000; 04.03.2020 07:12:40.7550000
10720; Kanal 1: Satz 33 Achse Z_1_ Softwareendschalter ; sinumerik_alarm_nck; 04.03.2020 07:14:21.4190000; 04.03.2020 07:14:32.1520000
10720; Kanal 1: Satz 33 Achse Z_1_ Softwareendschalter ; sinumerik_alarm_nck; 04.03.2020 07:14:32.1730000; 04.03.2020 07:15:11.0820000
10720; Kanal 1: Satz 32 Achse Z_1_ Softwareendschalter ; sinumerik_alarm_nck; 04.03.2020 07:16:07.1630000; 04.03.2020 07:17:06.5220000
10720; Kanal 1: Satz 32 Achse Z_1_ Softwareendschalter ; sinumerik_alarm_nck; 04.03.2020 07:18:18.4350000; 04.03.2020 07:18:24.8870000
; ----- Start Alarmerfassung -----; ; 05.03.2020 06:22:12.5680000; 05.03.2020 06:22:12.5680000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 05.03.2020 06:22:53.0570000; 05.03.2020 06:22:53.2610000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 05.03.2020 06:22:53.0570000; 05.03.2020 06:22:53.2610000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 05.03.2020 06:22:53.0650000; 05.03.2020 06:22:53.2690000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 05.03.2020 06:22:53.0650000; 05.03.2020 06:22:53.2690000
